teamId,name,jerseyNumber,pos,type,age,rosterStatus,annualSalary,signingBonus,serviceYears,serviceDays,yearsLeft,contractKind,contractSource,controlYears,controlKind,faGrade,pitcherRole,ovr,pot,hit,pow,spd,def,arm,pit,form,stamina,durability,trait,foreignPlayer,source
seoul-twin-stars,이주수,63,C,BAT,23,ACTIVE,0.6,0.7,5,814,1,연봉계약,공시 연봉 · 서비스타임 반영,4,구단 보류권,B,,72,83,69,74,85,67,73,15,80,53,69,성장형 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,문보성,2,3B,BAT,26,ACTIVE,4.8,0.8,6,959,1,연봉계약,공시 연봉 · 서비스타임 반영,3,구단 보류권,B,,70,75,66,65,64,80,64,20,82,74,66,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,신민혁,4,2B,BAT,30,ACTIVE,3.8,0,8,1249,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,57,59,56,65,49,49,64,11,78,63,71,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,구본서,6,SS,BAT,29,ACTIVE,2.3,0.5,8,1249,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,62,69,66,65,36,53,64,13,74,52,70,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,이영혁,7,1B,BAT,24,ACTIVE,0.6,1.3,6,949,1,연봉계약,공시 연봉 · 서비스타임 반영,3,구단 보류권,C,,69,79,70,68,82,67,67,20,67,61,70,성장형 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,오지태,10,SS,BAT,36,ACTIVE,14,2.8,12,1829,4,실계약 6년 124억,2024 비FA 다년계약,0,FA 자격권,C,,62,66,58,66,81,56,65,14,76,56,56,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,오스도,23,1B,BAT,33,ACTIVE,12,0,3,524,1,연봉계약,추정 연봉 · 서비스타임 반영,5,구단 보류권,A,,86,89,97,98,79,61,63,8,81,57,90,프랜차이즈급 · 교타자 · 장타형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,천성현,53,2B,BAT,29,ACTIVE,0.9,1,7,1104,1,연봉계약,공시 연봉 · 서비스타임 반영,1,FA 임박,C,,68,73,61,70,80,61,69,12,61,82,64,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,문정진,56,3B,BAT,23,ACTIVE,0.4,0.4,1,186,1,연봉계약,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,67,77,66,62,64,62,61,14,77,45,62,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,문성호,8,LF,BAT,29,ACTIVE,2.8,0.3,9,1379,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,,70,75,65,62,88,65,61,12,62,45,71,주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,박해태,17,CF,BAT,36,ACTIVE,8,0,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,,73,77,90,61,72,65,64,20,67,53,80,교타자 · 베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,홍창영,51,RF,BAT,33,ACTIVE,5.2,0.8,11,1684,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,67,69,69,57,57,61,79,23,73,53,61,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,송찬도,55,RF,BAT,27,ACTIVE,0.6,0.5,5,794,1,연봉계약,공시 연봉 · 서비스타임 반영,4,구단 보류권,B,,72,81,66,80,78,72,79,12,63,65,71,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,이우훈,21,SP,PIT,34,FARM,0.8,1.1,12,1787,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,60,71,10,10,40,62,66,62,58,72,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,조원수,38,SP,PIT,23,FARM,0.3,2.5,5,814,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,SP,46,63,10,10,30,40,59,51,75,71,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김동겸,43,SP,PIT,21,FARM,0.3,0.3,0,7,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,SP,49,70,10,10,55,53,56,53,63,85,71,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,조건진,48,SP,PIT,24,FARM,0.3,0.7,6,884,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,3,구단 보류권,C,SP,45,61,10,10,34,40,45,42,71,79,69,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,권우재,49,RP,PIT,19,FARM,0.3,0.8,0,4,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,62,83,10,10,38,57,62,62,62,52,64,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김주혁,57,RP,PIT,30,FARM,0.3,0.5,7,1104,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,1,FA 임박,C,MR,47,59,10,10,50,44,54,46,77,66,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,양우영,65,RP,PIT,19,FARM,0.3,2.5,0,89,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,51,64,10,10,53,47,54,53,68,41,64,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,하현태,119,RP,PIT,25,FARM,0.3,0.6,2,290,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,MR,52,63,10,10,44,53,58,58,77,64,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,오승우,123,RP,PIT,25,FARM,0.3,0,2,290,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,MR,44,63,10,10,49,46,49,42,71,58,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김준안,44,C,BAT,32,FARM,0.6,0,12,1829,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,61,75,53,53,57,67,52,21,60,77,62,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,강민안,102,C,BAT,19,FARM,0.3,0.7,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,47,69,55,41,54,47,40,8,78,66,60,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,전경욱,128,C,BAT,27,FARM,0.3,0.6,9,1305,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,45,56,51,35,44,50,57,15,65,81,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,강민재,00,3B,BAT,26,FARM,0.3,0.3,0,6,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,52,66,57,47,40,47,46,23,71,59,59,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김정혁,14,2B,BAT,28,FARM,0.5,1.1,10,1539,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,61,65,65,66,58,59,65,24,76,45,57,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,손용성,15,1B,BAT,26,FARM,0.3,1,2,300,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,46,56,40,42,86,42,41,10,71,64,56,퓨처스 · 주루형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,추세욱,35,SS,BAT,20,FARM,0.3,1.5,1,234,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,47,66,40,47,37,51,46,18,69,85,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김성원,36,2B,BAT,26,FARM,0.3,0.5,7,1024,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,,53,59,46,63,60,62,62,12,63,60,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,이지혁,111,2B,BAT,20,FARM,0.3,0.4,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,53,74,45,63,68,43,62,23,78,60,68,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,곽민진,124,SS,BAT,22,FARM,0.3,0.3,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,47,63,46,45,74,37,44,19,70,71,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김주욱,5,LF,BAT,28,FARM,0.4,1,11,1597,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,57,61,49,48,54,54,47,15,63,60,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,함창수,24,RF,BAT,25,FARM,0.3,0.5,2,379,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,44,63,49,45,40,48,44,15,75,73,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,이재준,52,LF,BAT,27,FARM,0.7,1,7,1068,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,,58,67,65,66,41,51,65,18,83,55,70,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,서영도,60,LF,BAT,20,FARM,0.3,0.7,1,234,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,52,70,55,62,64,53,61,13,76,78,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,김현재,66,LF,BAT,22,FARM,0.3,1.5,2,314,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,52,71,46,51,60,58,50,11,79,72,67,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
seoul-twin-stars,엄태율,104,RF,BAT,23,FARM,0.3,0.3,1,145,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,53,68,61,54,68,52,53,8,83,65,66,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,고영빈,1,SP,PIT,35,ACTIVE,26,1.3,12,1825,3,실계약 5년 107억,2024 비FA 다년계약,0,FA 자격권,A,SP,79,82,10,10,41,77,93,85,78,96,76,핵심전력 · 이닝이터 · 탈삼진형 · 제구형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,스기모욱,11,SP,PIT,26,ACTIVE,6,0,0,75,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,C,SP,63,71,10,10,34,61,59,59,73,71,65,외국인,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,우규훈,12,SP,PIT,41,ACTIVE,2,1.2,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,60,60,10,10,38,55,60,60,79,81,61,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김민원,26,SP,PIT,34,ACTIVE,2,1.1,12,1818,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,SP,71,77,10,10,40,69,73,73,61,74,68,베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,소형진,30,SP,PIT,25,ACTIVE,3.3,3.6,7,1081,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,B,SP,73,87,10,10,31,68,82,79,78,82,69,상위 유망주,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,사우준,32,SP,PIT,27,ACTIVE,6,0,0,89,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,B,SP,71,74,10,10,42,79,83,76,74,96,85,외국인 · 이닝이터,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이상혁,37,RP,PIT,31,ACTIVE,1,0.8,8,1182,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,MR,67,73,10,10,54,66,74,70,74,49,67,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,주서,38,RP,PIT,31,ACTIVE,1.5,3,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,MR,62,64,10,10,52,55,67,63,81,40,61,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,손동빈,41,RP,PIT,25,ACTIVE,1.5,0.9,8,1249,1,연봉계약,공시 연봉 · 서비스타임 반영,1,FA 임박,B,MR,71,81,10,10,31,70,84,77,70,65,68,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,로준,43,RP,PIT,29,ACTIVE,6,0,1,149,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,C,MR,59,61,10,10,38,59,67,59,66,50,64,외국인,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,오원빈,47,RP,PIT,25,ACTIVE,2.3,2,7,1089,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,MR,61,69,10,10,51,64,66,61,77,40,65,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,박영빈,60,RP,PIT,23,ACTIVE,3,3,5,814,1,연봉계약,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,MR,69,76,10,10,30,65,78,74,74,55,61,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,조대빈,42,C,BAT,27,ACTIVE,0.6,0.4,6,884,1,연봉계약,공시 연봉 · 서비스타임 반영,3,구단 보류권,C,,63,71,70,73,57,54,72,9,65,77,71,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,한승훈,45,C,BAT,32,ACTIVE,1.5,0.9,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,68,70,68,69,87,74,68,20,65,51,63,주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,오윤도,4,2B,BAT,34,ACTIVE,1.4,0,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,66,73,73,66,68,71,65,15,84,74,62,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이강준,6,3B,BAT,19,ACTIVE,0.3,1.3,0,79,1,연봉계약,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,64,77,61,63,58,74,62,9,66,85,65,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김상율,7,SS,BAT,36,ACTIVE,4,2.8,12,1829,1,실계약 4년 29억,2023 FA 계약,0,FA 자격권,B,,70,74,88,48,65,71,73,24,66,60,82,교타자 · 베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,류현현,9,3B,BAT,26,ACTIVE,0.3,0.5,3,515,1,연봉계약,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,64,72,69,53,79,74,75,13,71,48,60,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,허경재,13,3B,BAT,36,ACTIVE,7,1.3,12,1823,5,실계약 4+3년 85억,2025 FA 계약,0,FA 자격권,C,,62,69,65,51,44,70,73,14,59,72,56,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,힐리어서,34,1B,BAT,32,ACTIVE,12,0,0,89,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,A,,84,85,92,98,77,65,60,16,72,60,88,외국인 · 프랜차이즈급 · 교타자 · 장타형,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,안인재,50,3B,BAT,25,ACTIVE,0.3,1,7,1018,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,,68,75,65,58,77,76,80,13,61,58,72,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,권동안,52,SS,BAT,28,ACTIVE,0.7,1.5,6,959,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,,63,74,63,55,40,55,54,22,69,84,72,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,최원태,3,LF,BAT,29,ACTIVE,6,1.5,11,1684,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,A,,81,82,97,77,82,65,65,11,79,77,94,핵심전력 · 교타자 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김현욱,10,RF,BAT,38,ACTIVE,8,0,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,A,,79,80,94,73,64,70,82,21,69,55,86,핵심전력 · 교타자 · 베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,안현호,23,RF,BAT,23,ACTIVE,1.8,0.7,5,783,1,연봉계약,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,,58,65,65,57,47,54,56,16,80,55,65,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,배정윤,27,CF,BAT,31,ACTIVE,2.6,1.5,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,69,74,74,74,76,64,73,18,65,47,65,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이정윤,33,RF,BAT,32,ACTIVE,0.7,0.3,10,1539,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,56,65,48,52,38,55,51,14,60,45,66,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,장진윤,51,RF,BAT,33,ACTIVE,0.9,0.7,9,1331,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,69,73,70,75,69,66,74,11,71,47,59,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김민호,53,LF,BAT,31,ACTIVE,2.9,0.6,12,1805,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,58,65,57,52,80,51,51,22,81,48,70,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이정율,21,SP,PIT,29,FARM,0.4,1.6,10,1539,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,57,71,10,10,41,47,67,60,69,73,66,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,한승진,35,SP,PIT,33,FARM,3,1.8,12,1829,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,59,61,10,10,36,56,65,57,70,78,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,박건호,46,SP,PIT,20,FARM,0.3,1.2,1,234,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,SP,62,83,10,10,37,60,58,61,62,92,63,퓨처스 · 성장형 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이상훈,48,SP,PIT,23,FARM,0.3,1.6,5,725,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,SP,62,80,10,10,45,50,68,69,65,88,70,퓨처스 · 성장형 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,이원안,64,RP,PIT,23,FARM,0.3,1,5,814,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,MR,55,63,10,10,36,47,53,53,76,63,64,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,고준훈,68,RP,PIT,21,FARM,0.3,0.7,0,89,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,46,63,10,10,31,50,49,52,79,49,54,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,정정호,92,RP,PIT,22,FARM,0.3,0.4,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,58,79,10,10,36,51,60,56,68,52,62,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,장민민,100,RP,PIT,24,FARM,0.3,0,1,145,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,MR,53,68,10,10,37,49,53,52,78,65,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김휘호,113,RP,PIT,19,FARM,0.3,0.3,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,58,78,10,10,54,50,61,61,79,45,57,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,권효호,117,RP,PIT,23,FARM,0.3,0,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,46,60,10,10,46,52,50,42,68,50,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
suwon-wizpark,김민도,44,C,BAT,21,FARM,0.3,0.3,2,298,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,48,63,54,53,76,52,52,16,67,49,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23
